SensorID;10.4._00:00;10.4._01:00;10.4._02:00;10.4._03:00;10.4._04:00;10.4._05:00;10.4._06:00;10.4._07:00;10.4._08:00;10.4._09:00;10.4._10:00;10.4._11:00;10.4._12:00;10.4._13:00;10.4._14:00;10.4._15:00;10.4._16:00;10.4._17:00;10.4._18:00;10.4._19:00;10.4._20:00;10.4._21:00;10.4._22:00;10.4._23:00
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre;-2;-2;-2;-2;-2;-2;-2;-1;-1;-1;-1;43.2;-1;-1;-1;-3;-3;-3;-3;-3;-3;-2;-2;-2
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre.001;-2;-2;-2;-2;-2;-2;-2;-1;-1;-1;30.9;43.2;-1;-1;-1;-3;-3;-3;-3;-3;-3;-2;-2;-2
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre.002;-2;-2;-2;-2;-2;-2;-2;-1;21.8;22.2;-1;-1;56.7;-1;-1;-3;-3;-3;-3;-3;-3;-2;-2;-2
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre.003;-2;-2;-2;-2;-2;-2;-2;-1;21.8;-1;-1;-1;56.7;-1;-1;-3;-3;-3;-3;-3;-3;-2;-2;-2
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre.004;-2;-2;-2;-2;-2;-2;-2;-1;21.8;-1;-1;-1;56.7;-1;-1;-3;-3;-3;-3;-3;-3;-2;-2;-2
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre.005;-2;-2;-2;-2;-2;-2;-2;30.0;-1;-1;-1;-1;-1;-1;-1;-3;-3;-3;-3;-3;-3;-2;-2;-2
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre.006;-2;-2;-2;-2;-2;-2;-2;-1;-1;-1;-1;43.2;-1;-1;-1;-3;-3;-3;-3;-3;-3;-2;-2;-2
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre.007;-2;-2;-2;-2;-2;-2;-2;-1;-1;-1;30.9;43.2;-1;-1;-1;-3;-3;-3;-3;-3;-3;-2;-2;-2
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre.008;-2;-2;-2;-2;-2;-2;-2;-1;14.2;21.8;-1;-1;63.0;-1;-3;-3;-3;-3;-3;-3;-3;-2;-2;-2
IfcBuildingElementProxy/UNHP_FAS_PAN_XXX_TB_A_U_FX_Rainscre.009;-2;-2;-2;-2;-2;-2;-2;-1;14.2;-1;-1;-1;63.0;-1;-3;-3;-3;-3;-3;-3;-3;-2;-2;-2
